# anchorsX, anchorsY
6.959958750651521768e+03,2.406170802021160853e+04
6.969971660733401222e+03,2.418714051075869429e+04
6.971494604698800686e+03,2.421246070848765521e+04
6.974797397004725099e+03,2.418282925784953113e+04
6.982164533932158520e+03,2.415795878356984758e+04
6.984528786171392312e+03,2.418345723057569921e+04
6.993667210178901769e+03,2.410542274604504928e+04
6.997505645150440614e+03,2.420692351004223383e+04
7.010179249984170383e+03,2.446583922990759675e+04
7.015231717173684956e+03,2.436558696962175600e+04
7.023215479117316136e+03,2.441395353988594434e+04
7.034832713771305862e+03,2.444816527032116937e+04
7.042533399145320800e+03,2.453631928509456338e+04
7.050795167815394962e+03,2.469010344211381016e+04
7.052818014696944374e+03,2.464148764941686750e+04
7.059254996614661650e+03,2.453460128979014553e+04
7.065591799101744982e+03,2.458549705538866692e+04
7.067041346343395162e+03,2.456439148644975285e+04
7.075402666075689922e+03,2.443159050406360620e+04
7.075520667963786764e+03,2.443157930245760872e+04
7.078636629698923571e+03,2.438528047966656959e+04
7.082746130517034544e+03,2.437219874928398713e+04
7.083454906232354006e+03,2.436953183100439492e+04
7.087850899048613428e+03,2.431177330272035397e+04
7.092994834956219165e+03,2.431554459948947988e+04
7.096591893443199297e+03,2.434904884256781952e+04
7.101422391740577041e+03,2.436767684033893238e+04
7.106919895665446347e+03,2.425328101543660887e+04
7.108093405253305718e+03,2.425056400429845235e+04
7.112196284249076598e+03,2.417858261537449289e+04
7.118260070440774143e+03,2.405474007302344762e+04
7.120777287487147987e+03,2.403379604596056743e+04
7.128072741545413919e+03,2.407434580306915814e+04
7.136399152972679076e+03,2.420314463202319894e+04
7.141137649019544369e+03,2.427080211681373112e+04
7.145295351434477197e+03,2.427048658569282270e+04
7.145962715266997293e+03,2.425516197977753836e+04
7.153319762589397214e+03,2.416768837741274183e+04
7.155455558105139971e+03,2.413980394701777186e+04
7.158654477642950042e+03,2.413077701269634417e+04
7.159239509344954058e+03,2.412420470384746295e+04
7.169802174454285705e+03,2.414599683428148273e+04
7.176310020510336471e+03,2.413062588977110863e+04
7.181242687497414408e+03,2.427463512805438222e+04
7.184297371634683259e+03,2.425378243503770500e+04
7.198125563838613743e+03,2.425097380076063200e+04
7.200791114654678495e+03,2.421759949197502647e+04
7.206702070013536286e+03,2.422050774164239556e+04
7.214687150747215128e+03,2.445580777506745289e+04
7.218767282153190536e+03,2.460591179586530416e+04
7.223885751044344943e+03,2.468130147764638969e+04
7.232589447547192322e+03,2.465910917912072546e+04
7.240059829827690919e+03,2.475949444190889699e+04
7.249665582465257103e+03,2.461313741527911407e+04
7.255773967777429789e+03,2.438026908801131867e+04
7.264915906850179454e+03,2.440202475448811310e+04
7.276059189209777287e+03,2.444340165973077092e+04
7.287195257018574921e+03,2.409863800290974905e+04
7.297800653233900448e+03,2.389686399371595326e+04
7.298920470902276065e+03,2.387196821440683561e+04
7.307933951823319148e+03,2.355914351421200263e+04
7.317544328507973660e+03,2.372138365738826542e+04
7.321804738154354709e+03,2.358456390500073394e+04
7.324589382508919698e+03,2.351198786703577207e+04
7.331531173127542388e+03,2.338986346635048176e+04
7.333463333484810391e+03,2.340130830166774103e+04
7.338026719630510343e+03,2.340767586722281703e+04
7.339948350531792130e+03,2.337345752857399930e+04
7.349037009882963503e+03,2.336162291541504237e+04
7.361377345264176256e+03,2.354528806457494284e+04
7.367567568726920399e+03,2.368586821323825279e+04
7.373135842343347576e+03,2.365018496691219843e+04
7.375497174996276954e+03,2.367477819815684779e+04
7.380566754114858668e+03,2.367966895857843701e+04
7.380948343958483747e+03,2.367089810491135722e+04
7.385504326657991442e+03,2.357504881626280985e+04
7.393601205759047843e+03,2.344202225096079201e+04
7.397696154963512527e+03,2.344518721780436317e+04
7.404830725589295980e+03,2.362662596913860398e+04
7.414420140035526856e+03,2.356492186537558518e+04
7.419417481755030167e+03,2.346737244221840228e+04
7.428802772415006075e+03,2.343703465780849365e+04
7.436612245387818803e+03,2.315018150529731793e+04
7.438013860199767805e+03,2.312750529516421739e+04
7.440445606209386824e+03,2.307182660997316634e+04
7.443871249665947289e+03,2.301367166080252719e+04
7.452541692009944200e+03,2.300263299012360585e+04
7.460351236115402571e+03,2.285949531012151056e+04
7.467359424216381740e+03,2.279939098823821405e+04
7.469588983819748137e+03,2.276097548332896986e+04
7.473289777650944416e+03,2.275092330671734817e+04
7.480272694057767694e+03,2.256583535005696467e+04
7.485676457402441883e+03,2.241096609526819520e+04
7.489285298289257298e+03,2.226030462230064586e+04
7.490971685145201263e+03,2.221037903410473518e+04
7.491883741401463340e+03,2.218476103990350748e+04
7.495033062981355215e+03,2.206807457283127951e+04
7.499484360845909578e+03,2.199209499927422075e+04
7.505440226943979724e+03,2.199121043078710500e+04
7.516563816077456977e+03,2.186344097045761009e+04
7.519171723600996302e+03,2.187215319041269322e+04
7.519372369346035157e+03,2.186598356202869036e+04
7.525306378542533821e+03,2.170403566383216457e+04
7.531634450848017877e+03,2.158926345182672594e+04
7.537201019579457352e+03,2.158432355466690206e+04
7.539451432069482507e+03,2.154215458402889635e+04
7.544117834568404760e+03,2.153360664415880092e+04
7.546735302089555262e+03,2.154218386893090064e+04
7.550298026418758127e+03,2.155800310537020050e+04
7.552401200494950899e+03,2.158755276744278672e+04
7.554013610751998385e+03,2.162115645365313321e+04
7.558878120062691778e+03,2.157007495898766501e+04
7.565991481714244401e+03,2.157405389690427546e+04
7.572808419922826943e+03,2.143931684662647604e+04
7.582931525690116359e+03,2.109128924656721574e+04
7.590371331430156715e+03,2.065195241026600706e+04
7.593397420133379455e+03,2.052359608963576829e+04
7.620229037275988958e+03,1.937058178289660646e+04
7.675034599883727424e+03,1.764350761724723998e+04
7.680630297297057950e+03,1.785161004782281088e+04
7.686089068843377390e+03,1.796477220864331321e+04
7.689102023231386738e+03,1.802300992048286571e+04
7.695888698365097298e+03,1.806694768092958475e+04
7.703349397222297739e+03,1.829880045009676542e+04
7.710495840201103420e+03,1.834000160420516477e+04
7.718279627770784828e+03,1.861508253469321789e+04
7.728133188372824407e+03,1.835011664056508380e+04
7.730389038269921912e+03,1.830863353033781823e+04
7.738696237714938434e+03,1.821704462316929130e+04
7.740077335733248219e+03,1.823315510201903089e+04
7.752014086186062741e+03,1.870470072081559920e+04
7.766041274876148236e+03,1.835892457959476451e+04
7.769111484627203026e+03,1.829818332118672697e+04
7.772727337695651840e+03,1.828340377585533497e+04
7.775359284840951659e+03,1.825634315688872084e+04
7.786389435122589020e+03,1.812696383973893899e+04
7.795549841759998344e+03,1.791987910733199897e+04
7.803107156070953351e+03,1.764509268744996007e+04
7.808275317054114566e+03,1.754549687802229528e+04
7.810919301210192316e+03,1.749926518866937840e+04
7.819339121316905221e+03,1.743004352961392578e+04
7.821634638935257499e+03,1.742252639281850497e+04
7.825823085576756966e+03,1.734593061499945907e+04
7.829530621727920334e+03,1.721435972449286055e+04
7.835983831223942616e+03,1.698988994074412403e+04
7.840546085937367025e+03,1.695662090211403120e+04
7.843070192532813962e+03,1.687939529089163989e+04
7.849089474765335581e+03,1.673813607593759662e+04
7.854641774090403487e+03,1.664504762660839333e+04
7.860224218937153637e+03,1.654161257546439811e+04
7.865062923599117312e+03,1.648822776838012942e+04
7.872149324381667611e+03,1.659760508051111901e+04
7.886472812714402608e+03,1.708763474126979781e+04
